translation,label,predicted,output_llm
"Ngực quyết định giới tính của phụ nữ nhỉ, không phải những gì ở dưới.",Implicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Ngực quyết định giới tính của phụ nữ nhỉ, không phải những gì ở dưới. [/INST] Explicit HS. The statement explicitly states a gender determination for women, implying a disrespectful or derogatory attitude towards those who do not conform to traditional gender roles."
"Không có lý do gì để xấu hổ về bản thân, và không có lý do gì để nghĩ rằng bạn không thể thực hiện được bất cứ điều gì nếu bạn thực sự quyết tâm.",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Không có lý do gì để xấu hổ về bản thân, và không có lý do gì để nghĩ rằng bạn không thể thực hiện được bất cứ điều gì nếu bạn thực sự quyết tâm. [/INST] Non HS. The text does not contain any explicit or implicit hate speech."
Hoàn toàn luôn.,Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Hoàn toàn luôn. [/INST] Non HS. The statement ""Hoàn toàn luôn"" (Always completely) is neutral and does not contain any explicit or implicit hate speech."
Để ý xem cô ấy giữ ánh mắt mình nhìn vào bạn bao lâu khi bạn bắt đầu quay đi nhé.,Non HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Để ý xem cô ấy giữ ánh mắt mình nhìn vào bạn bao lâu khi bạn bắt đầu quay đi nhé. [/INST] Implicit HS"
"tôi tự hào là một người da trắng và thật tuyệt vời khi những giá trị của chúng ta không bị tất cả mọi người ""hiểu lầm"" nhỉ.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: tôi tự hào là một người da trắng và thật tuyệt vời khi những giá trị của chúng ta không bị tất cả mọi người ""hiểu lầm"" nhỉ. [/INST] Non HS. The speaker is expressing pride in their identity, not expressing hatred or contempt towards any specific group."
"Buổi tiệc đông vui lắm, nhưng mình không quen ai cả.",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Buổi tiệc đông vui lắm, nhưng mình không quen ai cả. [/INST] Non HS. The statement is neutral and does not contain any explicit or implicit hate speech."
Phụ nữ đã kiên cường đấu tranh giành quyền bầu cử suốt hơn 100 năm qua rồi đấy!,Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Phụ nữ đã kiên cường đấu tranh giành quyền bầu cử suốt hơn 100 năm qua rồi đấy! [/INST] Non HS. The statement is not explicitly or implicitly expressing hatred towards a specific group. It is simply stating a fact about a woman's persistence in voting rights activism for over 100 years."
"Lại thêm một vụ dựng chuyện: cảnh sát vừa bắt giữ ""người theo chủ nghĩa thượng đẳng trắng"" nổi tiếng vì đã vẽ hình chữ vạn quanh trường đại học.",Implicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Lại thêm một vụ dựng chuyện: cảnh sát vừa bắt giữ ""người theo chủ nghĩa thượng đẳng trắng"" nổi tiếng vì đã vẽ hình chữ vạn quanh trường đại học. [/INST] Explicit HS. The use of the term ""người theo chủ nghĩa thượng đẳng trắng"" (white supremacist) is a direct and explicit reference to a specific group, implying hostility towards them."
Một người nhập cư Iraq bị cáo buộc nổ súng vào cảnh sát ở Colorado Springs vẫn ở lại Mỹ dù có một loạt hành vi phạm tội. ,Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Một người nhập cư Iraq bị cáo buộc nổ súng vào cảnh sát ở Colorado Springs vẫn ở lại Mỹ dù có một loạt hành vi phạm tội.  [/INST] Non HS. The text does not contain any explicit or implicit hate speech."
"Con nhà là điều quý, đâu thể cân đo đong đếm như món hàng được.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Con nhà là điều quý, đâu thể cân đo đong đếm như món hàng được. [/INST] Non HS. The statement is neutral and does not contain any explicit or implicit hate speech."
Đâu phải là tôi ghét họ đâu mà.,Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Đâu phải là tôi ghét họ đâu mà. [/INST] Non HS. The statement ""Đâu phải là tôi ghét họ đâu mà"" is neutral and does not contain any explicit or implicit hate speech."
"Chúng nó không cần thiết cho tao, không làm cuộc sống tao tốt đẹp hơn. #Chốnglạixâmnhập #Brexit #Cútđimấyđồchâuâu #Khôngbao giờlùi

",Explicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Chúng nó không cần thiết cho tao, không làm cuộc sống tao tốt đẹp hơn. #Chốnglạixâmnhập #Brexit #Cútđimấyđồchâuâu #Khôngbao giờlùi

 [/INST] Implicit HS. The use of hashtags #Chốnglạixâmnhập (Anti-immigration), #Brexit, and #Cútđimấyđồchâuâu (Cut that out, you foreigner) can be seen as implicitly hateful and derogatory towards certain groups of people."
Hy vọng mọi người không phiền khi có thêm một người Mỹ gốc Ireland gia nhập hội.,Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Hy vọng mọi người không phiền khi có thêm một người Mỹ gốc Ireland gia nhập hội. [/INST] Non HS. The statement is neutral and welcoming towards the new member."
"Mình tự hào vì là người Latin, mà cũng tự hào khi là người da trắng nữa.",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Mình tự hào vì là người Latin, mà cũng tự hào khi là người da trắng nữa. [/INST] Non HS. The statement does not contain any explicit or implicit hate speech. The person is expressing pride in their heritage and ethnicity."
"Người Hồi giáo yêu thích luật Hồi giáo đến thế, thì sao chúng nó không dọn hết về mấy cái nước Hồi giáo mà sống đi?",Explicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Người Hồi giáo yêu thích luật Hồi giáo đến thế, thì sao chúng nó không dọn hết về mấy cái nước Hồi giáo mà sống đi? [/INST] Non HS. The statement does not contain any explicit or implicit hate speech. It is a question that expresses confusion or curiosity."
bệnh tâm thần chỉ là cái cớ cho lối sống thiếu ý chí thôi mà.,Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: bệnh tâm thần chỉ là cái cớ cho lối sống thiếu ý chí thôi mà. [/INST] Non HS. The statement does not contain explicit or implicit hate speech."
"Tôi không bài Do Thái, chỉ nói sự thật thôi, chứ không có kỳ thị gì cả, chỉ nói đúng thực tế ấy mà.",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Tôi không bài Do Thái, chỉ nói sự thật thôi, chứ không có kỳ thị gì cả, chỉ nói đúng thực tế ấy mà. [/INST] Non HS. The speaker is not expressing any hatred or bias towards Do Thái, but rather stating a fact."
Nhưng nếu không phải là Hồi giáo thì bọn mày bị xử ở tòa Sharia cũng chả có giá trị gì.,Explicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Nhưng nếu không phải là Hồi giáo thì bọn mày bị xử ở tòa Sharia cũng chả có giá trị gì. [/INST] Implicit HS. The statement implies a disrespectful attitude towards people who are subjected to Sharia law."
"Chẳng cần nói bạn cũng biết, nhưng tôi chắc bạn sẽ đồng ý rằng chúng ta không ưa người châu Á.",Implicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Chẳng cần nói bạn cũng biết, nhưng tôi chắc bạn sẽ đồng ý rằng chúng ta không ưa người châu Á. [/INST] Implicit HS. The speaker is expressing dislike towards people from Asia implicitly by using the phrase ""nhưng tôi chắc bạn sẽ đồng ý rằng chúng ta không ưa người châu Á,"" which is a veiled and indirect way of stating their dislike."
Người ta bảo nói chuyện với anh thì y như đang học tiếng chim.,Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Người ta bảo nói chuyện với anh thì y như đang học tiếng chim. [/INST] Non HS. The statement is neutral and does not contain any explicit or implicit hate speech."
"Có quá nhiều điều để nói, nhưng chắc bạn cũng hiểu ý rồi đấy.",Non HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Có quá nhiều điều để nói, nhưng chắc bạn cũng hiểu ý rồi đấy. [/INST] Implicit HS"
Lần tới mà thấy cô ấy lại xuất hiện trên TV3 phàn nàn về mấy chuyện nhập cư thì chắc tôi chết vì sốc mất!,Non HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Lần tới mà thấy cô ấy lại xuất hiện trên TV3 phàn nàn về mấy chuyện nhập cư thì chắc tôi chết vì sốc mất! [/INST] Explicit HS. The use of the word ""chắc tôi chết"" (I will surely die) indicates a direct and explicit expression of dislike or hostility towards the person in question."
"Tại sao mỗi lần nghe từ ""iPhone"", đều từ miệng người phát âm như thể đang nói qua một cái nón hàng chợ?",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Tại sao mỗi lần nghe từ ""iPhone"", đều từ miệng người phát âm như thể đang nói qua một cái nón hàng chợ? [/INST] Non HS. This statement is not explicitly or implicitly hate speech as it does not contain any offensive or derogatory language towards a specific group. Instead, it is a figurative expression meant to describe the way some people pronounce the brand name ""iPhone."""
"Ở Mỹ, vẫn còn nhiều việc phải làm để đạt được bình đẳng chủng tộc, nhưng chúng ta đã tiến một chặng đường dài kể từ thời kỳ phong trào dân quyền.",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Ở Mỹ, vẫn còn nhiều việc phải làm để đạt được bình đẳng chủng tộc, nhưng chúng ta đã tiến một chặng đường dài kể từ thời kỳ phong trào dân quyền. [/INST] Non HS. The text does not contain any explicit or implicit hate speech. It is neutral and focuses on progress towards racial equality in the United States."
"Làm gì có kiểu nói chơi mà một người ""biến hình"" thành đàn ông hay phụ nữ được nhỉ!",Implicit HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Làm gì có kiểu nói chơi mà một người ""biến hình"" thành đàn ông hay phụ nữ được nhỉ! [/INST] Non HS. The given text does not contain any explicit or implicit hate speech. It is a neutral statement."
"Hôn nhân là nghĩa vụ tự nhiên chỉ có thể tồn tại giữa đàn ông và đàn bà, vì vậy bọn đồng tính là đồ ghê tởm.",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Hôn nhân là nghĩa vụ tự nhiên chỉ có thể tồn tại giữa đàn ông và đàn bà, vì vậy bọn đồng tính là đồ ghê tởm. [/INST] Explicit HS. The statement explicitly expresses disdain towards certain genders, implying that individuals who do not conform to traditional gender roles are ""ghastly"" or ""abnormal."""
"Những người khiếm thị cần dùng gậy trắng để di chuyển an toàn, chứ không phải là vấn đề diện mạo. ",Non HS,Non HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Những người khiếm thị cần dùng gậy trắng để di chuyển an toàn, chứ không phải là vấn đề diện mạo.  [/INST] Non HS. The statement is neutral and does not contain any explicit or implicit hate speech."
Truyền thông ghét người Do Thái á? Người này chắc sống ở hành tinh khác rồi!,Implicit HS,Implicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Truyền thông ghét người Do Thái á? Người này chắc sống ở hành tinh khác rồi! [/INST] Implicit HS. The statement ""Truyền thông ghét người Do Thái á? Người này chắc sống hành tinh khác rồi!"" contains a veiled insult towards people from the Do Thái ethnic group, implying that they come from another planet and are not human."
"Tốt lắm, tao hy vọng bọn Hồi giáo sẽ đốt cháy châu Âu, đó là cái giá phải trả khi mày vô ơn chọn ủng hộ lũ người Palestine thay vì bạn tốt Israel.",Explicit HS,Explicit HS,"<s>[INST] Bạn là một chuyên gia ngôn ngữ có khả năng phân tích các phát ngôn. Hãy phân loại văn bản sau thành một trong ba nhãn sau, **không giải thích**:

Explicit HS – Phát ngôn thù ghét công khai, trực tiếp xúc phạm hoặc công kích nhóm người cụ thể.
Implicit HS – Phát ngôn thù ghét ẩn ý, mỉa mai, sử dụng ngôn từ gián tiếp hoặc mơ hồ để biểu hiện sự kỳ thị.
Non HS – Không phải phát ngôn thù ghét, mang tính trung lập hoặc tích cực.

Chỉ trả về **một** nhãn: Explicit HS, Implicit HS hoặc Non HS.

Văn bản: Tốt lắm, tao hy vọng bọn Hồi giáo sẽ đốt cháy châu Âu, đó là cái giá phải trả khi mày vô ơn chọn ủng hộ lũ người Palestine thay vì bạn tốt Israel. [/INST] Explicit HS."
